iter	Passed	Remaining
363	1270	2220
364	1273	2216
365	1277	2212
366	1280	2207
367	1283	2204
368	1286	2200
369	1290	2196
370	1293	2192
371	1296	2188
372	1299	2184
373	1303	2181
374	1306	2177
375	1309	2173
376	1313	2170
377	1316	2166
378	1319	2162
379	1323	2159
380	1326	2155
381	1329	2151
382	1333	2147
383	1336	2143
384	1339	2140
385	1342	2136
386	1346	2132
387	1349	2128
388	1352	2125
389	1356	2121
390	1359	2117
391	1362	2113
392	1365	2109
393	1369	2105
394	1372	2101
395	1375	2098
396	1378	2094
397	1382	2090
398	1385	2086
399	1388	2082
400	1391	2078
401	1395	2075
402	1398	2072
403	1402	2068
404	1405	2064
405	1408	2061
406	1412	2057
407	1414	2053
408	1418	2049
409	1421	2045
410	1424	2041
411	1427	2037
412	1430	2033
413	1433	2029
414	1436	2025
415	1440	2022
416	1443	2018
417	1447	2014
418	1450	2011
419	1453	2007
420	1456	2003
421	1460	1999
422	1463	1995
423	1466	1992
424	1469	1988
425	1473	1984
426	1476	1980
427	1479	1977
428	1482	1973
429	1485	1969
430	1489	1965
431	1492	1962
432	1495	1958
433	1498	1954
434	1502	1950
435	1505	1947
436	1509	1944
437	1511	1939
438	1515	1936
439	1518	1932
440	1522	1929
441	1525	1926
442	1528	1922
443	1532	1918
444	1535	1915
445	1539	1911
446	1542	1908
447	1545	1904
448	1549	1900
449	1552	1897
450	1555	1893
451	1558	1889
452	1562	1886
453	1565	1882
454	1568	1879
455	1571	1875
456	1575	1871
457	1578	1868
458	1582	1865
459	1585	1861
460	1588	1857
461	1591	1853
462	1594	1849
463	1598	1846
464	1601	1842
465	1604	1839
466	1608	1835
467	1611	1831
468	1614	1828
469	1618	1824
470	1621	1821
471	1624	1817
472	1628	1814
473	1631	1810
474	1635	1807
475	1638	1803
476	1641	1799
477	1644	1796
478	1648	1792
479	1651	1789
480	1661	1792
481	1671	1796
482	1680	1798
483	1690	1802
484	1700	1805
485	1710	1808
486	1721	1813
487	1732	1817
488	1742	1821
489	1750	1821
490	1755	1819
491	1760	1817
492	1764	1814
493	1767	1810
494	1770	1806
495	1774	1802
496	1777	1798
497	1780	1794
498	1783	1790
499	1787	1787
500	1790	1783
501	1793	1779
502	1797	1775
503	1800	1771
504	1803	1768
505	1807	1764
506	1810	1760
507	1813	1756
508	1816	1752
509	1820	1748
510	1823	1744
511	1826	1741
512	1830	1737
513	1833	1733
514	1836	1729
515	1839	1725
516	1842	1721
517	1846	1718
518	1849	1714
519	1852	1709
520	1855	1706
521	1858	1702
522	1862	1698
523	1865	1694
524	1868	1690
525	1871	1686
526	1874	1682
527	1877	1678
528	1880	1674
529	1884	1670
530	1887	1666
531	1890	1662
532	1893	1659
533	1897	1655
534	1900	1651
535	1903	1648
536	1907	1644
537	1910	1640
538	1913	1636
539	1916	1632
540	1919	1628
541	1922	1624
542	1925	1620
543	1929	1617
544	1932	1613
545	1936	1609
546	1939	1606
547	1942	1602
548	1945	1598
549	1949	1594
550	1952	1590
551	1955	1587
552	1958	1583
553	1961	1579
554	1965	1575
555	1968	1572
556	1972	1568
557	1975	1564
558	1978	1561
559	1982	1557
560	1985	1553
561	1988	1549
562	1992	1546
563	1995	1542
564	1998	1538
565	2002	1535
566	2005	1531
567	2008	1527
568	2012	1524
569	2015	1520
570	2018	1516
571	2021	1512
572	2025	1509
573	2028	1505
574	2032	1502
575	2035	1498
576	2039	1494
577	2042	1491
578	2045	1487
579	2049	1484
580	2052	1480
581	2055	1476
582	2059	1472
583	2062	1469
584	2065	1465
585	2069	1461
586	2072	1458
587	2075	1454
588	2079	1450
589	2082	1447
590	2085	1443
591	2089	1439
592	2092	1436
593	2095	1432
594	2098	1428
595	2102	1424
596	2105	1421
597	2108	1417
598	2112	1414
599	2115	1410
600	2118	1406
601	2122	1402
602	2125	1399
603	2128	1395
604	2132	1391
605	2135	1388
606	2138	1384
607	2142	1381
608	2145	1377
609	2148	1373
610	2151	1369
611	2154	1366
612	2158	1362
613	2161	1358
614	2164	1355
615	2168	1351
616	2171	1348
617	2175	1344
618	2178	1340
619	2181	1337
620	2184	1333
621	2187	1329
622	2191	1326
623	2194	1322
624	2197	1318
625	2200	1314
626	2204	1311
627	2207	1307
628	2210	1303
629	2213	1300
630	2217	1296
631	2220	1292
632	2223	1289
633	2226	1285
634	2229	1281
635	2233	1278
636	2236	1274
637	2240	1271
638	2243	1267
639	2246	1263
640	2249	1260
641	2253	1256
642	2256	1252
643	2259	1249
644	2262	1245
645	2266	1241
646	2269	1238
647	2272	1234
648	2275	1230
649	2279	1227
650	2282	1223
651	2285	1219
652	2288	1216
653	2291	1212
654	2295	1208
655	2298	1205
656	2301	1201
657	2305	1198
658	2308	1194
659	2311	1190
660	2314	1187
661	2318	1183
662	2321	1179
663	2324	1176
664	2328	1172
665	2331	1169
666	2334	1165
667	2338	1162
668	2341	1158
669	2345	1155
670	2348	1151
671	2351	1147
672	2354	1144
673	2358	1140
674	2361	1137
675	2364	1133
676	2368	1129
677	2371	1126
678	2374	1122
679	2378	1119
680	2381	1115
681	2384	1111
682	2387	1108
683	2390	1104
684	2394	1101
685	2397	1097
686	2400	1093
687	2404	1090
688	2407	1086
689	2410	1082
690	2413	1079
691	2416	1075
692	2420	1072
693	2423	1068
694	2426	1064
695	2430	1061
696	2433	1057
697	2436	1054
698	2440	1050
699	2443	1047
700	2446	1043
701	2450	1040
702	2453	1036
703	2456	1032
704	2460	1029
705	2463	1025
706	2467	1022
707	2470	1018
708	2473	1015
709	2477	1011
710	2480	1008
711	2483	1004
712	2487	1001
713	2490	997
714	2493	994
715	2497	990
716	2500	986
717	2503	983
718	2506	979
719	2510	976
720	2513	972
721	2517	969
722	2520	965
723	2523	962
724	2526	958
725	2530	954
726	2533	951
727	2536	947
728	2540	944
729	2543	940
730	2547	937
731	2550	933
732	2553	930
733	2556	926
734	2559	922
735	2563	919
736	2566	915
737	2569	912
738	2573	908
739	2576	905
740	2579	901
741	2583	898
742	2586	894
743	2589	891
744	2593	887
745	2596	884
746	2599	880
747	2602	876
748	2605	873
749	2609	869
750	2612	866
751	2615	862
752	2618	858
753	2621	855
754	2625	851
755	2628	848
756	2632	844
757	2635	841
758	2638	837
759	2641	834
760	2644	830
761	2648	827
762	2651	823
763	2655	820
764	2658	816
765	2661	813
766	2664	809
767	2668	806
768	2671	802
769	2675	799
770	2677	795
771	2681	791
772	2684	788
773	2687	784
774	2691	781
775	2694	777
776	2697	774
777	2701	770
778	2704	767
779	2707	763
780	2711	760
781	2714	756
782	2717	753
783	2720	749
784	2723	746
785	2727	742
786	2730	739
787	2734	735
788	2737	732
789	2740	728
790	2743	724
791	2746	721
792	2750	717
793	2753	714
794	2756	710
795	2759	707
796	2763	703
797	2766	700
798	2769	696
799	2773	693
800	2776	689
801	2779	686
802	2783	682
803	2786	679
804	2790	675
805	2793	672
806	2796	668
807	2800	665
808	2803	661
809	2806	658
810	2809	654
811	2813	651
812	2816	647
813	2819	644
814	2822	640
815	2825	637
816	2829	633
817	2832	630
818	2835	626
819	2839	623
820	2842	619
821	2845	616
822	2849	612
823	2852	609
824	2855	605
825	2859	602
826	2862	598
827	2865	595
828	2868	591
829	2871	588
830	2874	584
831	2878	581
832	2881	577
833	2884	574
834	2887	570
835	2891	567
836	2894	563
837	2897	560
838	2900	556
839	2904	553
840	2907	549
841	2917	547
842	2928	545
843	2936	542
844	2941	539
845	2946	536
846	2950	532
847	2953	529
848	2957	525
849	2960	522
850	2963	518
851	2966	515
852	2969	511
853	2972	508
854	2975	504
855	2978	501
856	2981	497
857	2985	494
858	2988	490
859	2992	487
860	2995	483
861	2998	480
862	3001	476
863	3005	473
864	3008	469
865	3011	466
866	3015	462
867	3018	459
868	3021	455
869	3025	452
870	3028	448
871	3031	445
872	3034	441
873	3037	437
874	3041	434
875	3044	430
876	3047	427
877	3050	423
878	3053	420
879	3057	416
880	3060	413
881	3063	409
882	3067	406
883	3070	402
884	3073	399
885	3077	395
886	3080	392
887	3083	388
888	3087	385
889	3090	381
890	3093	378
891	3096	374
892	3100	371
893	3103	367
894	3106	364
895	3109	360
896	3112	357
897	3116	353
898	3119	350
899	3122	346
900	3125	343
901	3129	339
902	3132	336
903	3135	332
904	3138	329
905	3141	325
906	3145	322
907	3148	318
908	3151	315
909	3154	312
910	3157	308
911	3161	305
912	3164	301
913	3167	298
914	3170	294
915	3173	291
916	3176	287
917	3180	284
918	3183	280
919	3186	277
920	3189	273
921	3193	270
922	3196	266
923	3199	263
924	3203	259
925	3206	256
926	3209	252
927	3212	249
928	3216	245
929	3219	242
930	3222	238
931	3225	235
932	3228	231
933	3232	228
934	3235	224
935	3239	221
936	3242	217
937	3245	214
938	3248	211
939	3251	207
940	3255	204
941	3259	200
942	3262	197
943	3265	193
944	3268	190
945	3272	186
946	3275	183
947	3279	179
948	3282	176
949	3285	172
950	3288	169
951	3292	165
952	3295	162
953	3298	159
954	3302	155
955	3305	152
956	3308	148
957	3312	145
958	3315	141
959	3318	138
960	3321	134
961	3325	131
962	3328	127
963	3331	124
964	3334	120
965	3337	117
966	3340	114
967	3344	110
968	3347	107
969	3350	103
970	3353	100
971	3357	96
972	3360	93
973	3363	89
974	3366	86
975	3369	82
976	3373	79
977	3376	75
978	3380	72
979	3383	69
980	3386	65
981	3389	62
982	3393	58
983	3396	55
984	3399	51
985	3402	48
986	3406	44
987	3409	41
988	3413	37
989	3416	34
990	3419	31
991	3422	27
992	3425	24
993	3429	20
994	3432	17
995	3435	13
996	3438	10
997	3442	6
998	3445	3
999	3448	0
