iter	RMSE
365	0.3278991122
366	0.3278309987
367	0.3277577459
368	0.3276374411
369	0.3276068661
370	0.3275744068
371	0.3274650303
372	0.3274424788
373	0.3272965231
374	0.32721759
375	0.3271444055
376	0.3269806566
377	0.3268557168
378	0.3267069718
379	0.3265781921
380	0.3263945651
381	0.326308363
382	0.326136144
383	0.3260733603
384	0.3258975167
385	0.3258373393
386	0.3257290285
387	0.3256600602
388	0.3254996261
389	0.3253798187
390	0.3253587407
391	0.3252625007
392	0.3251191238
393	0.3250213569
394	0.3249925655
395	0.3248917397
396	0.3248622462
397	0.3248263222
398	0.3248078798
399	0.3247345214
400	0.3246569512
401	0.3245641243
402	0.3244334212
403	0.3243602956
404	0.3242651808
405	0.3241532071
406	0.3240173404
407	0.32388203
408	0.323812125
409	0.3237402639
410	0.3236355605
411	0.3235248562
412	0.3234074739
413	0.3233696428
414	0.3233001831
415	0.3231977195
416	0.3231187554
417	0.3229975662
418	0.3229192839
419	0.3228257238
420	0.3227702601
421	0.3225785484
422	0.3225478686
423	0.3225097958
424	0.3224834244
425	0.3224284642
426	0.3223166976
427	0.3221369272
428	0.3220277162
429	0.3219444933
430	0.3219239174
431	0.3218374836
432	0.3217248255
433	0.3216382808
434	0.3215151832
435	0.3213972214
436	0.3212494135
437	0.3212164517
438	0.321080289
439	0.3209106928
440	0.3208036706
441	0.3206296296
442	0.3205826317
443	0.3204626693
444	0.3204100241
445	0.3203247502
446	0.3202446263
447	0.3201485457
448	0.3200563915
449	0.3199653959
450	0.3198711997
451	0.3197490831
452	0.319710553
453	0.3196143321
454	0.3195435812
455	0.3194813255
456	0.3194010483
457	0.3192541497
458	0.3191499649
459	0.31907194
460	0.3190590019
461	0.3189756913
462	0.3189435834
463	0.3188627948
464	0.3187903765
465	0.3187247114
466	0.3186027315
467	0.3185748093
468	0.3184852457
469	0.3183794485
470	0.3183110791
471	0.3182545785
472	0.3181668478
473	0.3180603
474	0.3179694829
475	0.317807625
476	0.3177776772
477	0.3177055423
478	0.3176400079
479	0.3175957196
480	0.3175425895
481	0.3174911462
482	0.3174474803
483	0.3173292201
484	0.3172240357
485	0.3171767036
486	0.3171045825
487	0.3170051245
488	0.3169216839
489	0.3168543735
490	0.3167646605
491	0.3167116977
492	0.3166499742
493	0.3166374109
494	0.3165858515
495	0.3164783478
496	0.3164164044
497	0.316340689
498	0.3162257765
499	0.3161166394
500	0.3160314964
501	0.3159454704
502	0.3158566011
503	0.3158252099
504	0.3157108315
505	0.3156082488
506	0.3155425728
507	0.3154460307
508	0.3154007848
509	0.3153438597
510	0.3152099947
511	0.3151402921
512	0.3150625614
513	0.3150191489
514	0.3149532962
515	0.314880645
516	0.3148354397
517	0.3147946551
518	0.3147250036
519	0.3146815166
520	0.3145844508
521	0.3144892151
522	0.3144467386
523	0.3143959725
524	0.3143582947
525	0.3142689471
526	0.3142314346
527	0.3142106128
528	0.3141291378
529	0.3139924987
530	0.3138939602
531	0.3138047451
532	0.3137481458
533	0.3136889849
534	0.3136018235
535	0.3135463452
536	0.3135249367
537	0.3134411501
538	0.3133479136
539	0.3132328522
540	0.3132092245
541	0.313157131
542	0.3130965626
543	0.3129329195
544	0.3128483683
545	0.3127829178
546	0.3127043382
547	0.3126482208
548	0.3126185505
549	0.3125622019
550	0.3124782408
551	0.3124383043
552	0.3123681163
553	0.3122600763
554	0.3121726752
555	0.312095253
556	0.3119648179
557	0.3118964082
558	0.3118240733
559	0.311757653
560	0.311695027
561	0.3116553318
562	0.3116053564
563	0.3114928859
564	0.311457231
565	0.3114399572
566	0.3113583007
567	0.3112880304
568	0.311179178
569	0.3111255034
570	0.3111004787
571	0.3110896865
572	0.3110210702
573	0.3109002382
574	0.3108451299
575	0.3107671669
576	0.3106476134
577	0.310532825
578	0.3104727884
579	0.3103943238
580	0.3103489187
581	0.3102979738
582	0.3102200571
583	0.3100919096
584	0.3100242896
585	0.309948239
586	0.3098559141
587	0.3097642868
588	0.3096787721
589	0.3096430448
590	0.3095882511
591	0.3095589207
592	0.3095039557
593	0.3094550964
594	0.3094250403
595	0.3093824792
596	0.309327444
597	0.3092050912
598	0.3091217821
599	0.3090122295
600	0.3089697418
601	0.3089135857
602	0.3088122432
603	0.3087625336
604	0.3086879645
605	0.3086372142
606	0.3085418453
607	0.3084901713
608	0.3084688118
609	0.3083951279
610	0.3083503213
611	0.3083035145
612	0.3082849977
613	0.3081825152
614	0.308112582
615	0.3080863769
616	0.30800807
617	0.3079479996
618	0.3079125082
619	0.3078112251
620	0.3077835816
621	0.3077191988
622	0.3076998738
623	0.3076925406
624	0.3076099298
625	0.3075891229
626	0.3075153393
627	0.3074131829
628	0.3072758641
629	0.3072664809
630	0.3071922706
631	0.3071132339
632	0.3070837963
633	0.3069998172
634	0.3069769942
635	0.3068804597
636	0.3068294366
637	0.3067626072
638	0.306653721
639	0.3065743697
640	0.3065083469
641	0.3064593871
642	0.3064145479
643	0.3063372396
644	0.3062845827
645	0.3062008101
646	0.306128368
647	0.3060599751
648	0.305998839
649	0.3059236753
650	0.3058679488
651	0.3058203586
652	0.3057079645
653	0.3056380342
654	0.3055420272
655	0.305513453
656	0.3054850075
657	0.3054049448
658	0.3053603621
659	0.3053403148
660	0.3052899282
661	0.3052635186
662	0.3051626406
663	0.3051287722
664	0.305069601
665	0.3050312408
666	0.3049947695
667	0.304941589
668	0.3048941688
669	0.3048200285
670	0.3047265143
671	0.3047113588
672	0.3046710515
673	0.3045810615
674	0.3045205334
675	0.304441353
676	0.3044127266
677	0.304366036
678	0.3043005631
679	0.3042405368
680	0.3041680038
681	0.3041424404
682	0.3040710346
683	0.3040245658
684	0.3039468291
685	0.3039051584
686	0.3038766218
687	0.3038437493
688	0.303828495
689	0.3037968919
690	0.3037719136
691	0.3037179237
692	0.3036625327
693	0.3035927894
694	0.3035101287
695	0.3034579293
696	0.3033954059
697	0.3033443534
698	0.303271996
699	0.3032137865
700	0.3031324525
701	0.3030673203
702	0.3030171936
703	0.3029812672
704	0.3029460251
705	0.3028892982
706	0.30283989
707	0.3028117844
708	0.3027441814
709	0.3027006668
710	0.3026406271
711	0.3026022935
712	0.3025715443
713	0.3025139338
714	0.3024521701
715	0.3024031246
716	0.3023357707
717	0.3023148044
718	0.3022433392
719	0.3022009206
720	0.3020810809
721	0.3020272479
722	0.3019708959
723	0.3019156802
724	0.3018159472
725	0.3017324049
726	0.3016622049
727	0.3016345516
728	0.3015316535
729	0.3014934612
730	0.3014299528
731	0.3013743177
732	0.3013645525
733	0.3013157155
734	0.3012628714
735	0.3012350345
736	0.3011844402
737	0.3011440636
738	0.3010867643
739	0.3010585724
740	0.300986493
741	0.3009351454
742	0.3008328019
743	0.3008086359
744	0.3007602805
745	0.3007157795
746	0.3006700932
747	0.300646593
748	0.3005820234
749	0.3005380239
750	0.3004518617
751	0.3004124839
752	0.3003131044
753	0.3002711842
754	0.3001415009
755	0.3001052904
756	0.3000440531
757	0.3000145976
758	0.2999720291
759	0.2999496066
760	0.2998639378
761	0.2998144211
762	0.2997536712
763	0.2996613725
764	0.2996160986
765	0.2995832619
766	0.2995381528
767	0.2994745038
768	0.2994325127
769	0.2994104979
770	0.2994022455
771	0.2993664126
772	0.2993463373
773	0.2993014856
774	0.2992729816
775	0.2992332967
776	0.2991994292
777	0.2991524015
778	0.2991045557
779	0.2990800325
780	0.2990255711
781	0.2989847988
782	0.2989475503
783	0.2989002222
784	0.2987917305
785	0.2987130887
786	0.2986728002
787	0.2986050717
788	0.2985635445
789	0.2985439012
790	0.2984791274
791	0.2984383272
792	0.2984102565
793	0.2983634399
794	0.2982937251
795	0.2982279003
796	0.2981357256
797	0.2980953835
798	0.2980770388
799	0.2980236489
800	0.2979813959
801	0.2979272797
802	0.2979040675
803	0.297841521
804	0.297791057
805	0.2977360665
806	0.2977189932
807	0.2976596586
808	0.2976399352
809	0.2975965197
810	0.2975211245
811	0.2974704584
812	0.2974282508
813	0.2973897065
814	0.2973403272
815	0.297310396
816	0.2972626554
817	0.2972316891
818	0.2971828949
819	0.297084434
820	0.2970278441
821	0.2970148573
822	0.2969847458
823	0.2968818212
824	0.2968603175
825	0.2968212193
826	0.2967525721
827	0.2966924825
828	0.2966629007
829	0.2966193962
830	0.2965974147
831	0.2965647679
832	0.2965419547
833	0.2965076728
834	0.2964648629
835	0.2964084069
836	0.2963980001
837	0.2963718958
838	0.2962806537
839	0.2962255646
840	0.2961838401
841	0.2961023618
842	0.2960724931
843	0.2960264828
844	0.2960156332
845	0.2959799098
846	0.2959068909
847	0.2958480133
848	0.2958339563
849	0.2958052934
850	0.2957677641
851	0.295691956
852	0.295676189
853	0.2956372245
854	0.295617231
855	0.2955612095
856	0.2955053698
857	0.2954466972
858	0.2954137003
859	0.2953661326
860	0.2953104769
861	0.2952688257
862	0.2952274432
863	0.2951729307
864	0.2950913983
865	0.2950566605
866	0.2950355555
867	0.2949985782
868	0.2949675276
869	0.2949229959
870	0.294834322
871	0.294809377
872	0.2947626804
873	0.2947278411
874	0.2946904204
875	0.2946544437
876	0.2945898505
877	0.2945350446
878	0.2944970003
879	0.2944740229
880	0.2944489966
881	0.2944178945
882	0.2943430941
883	0.2942852876
884	0.2942657936
885	0.2941114214
886	0.2940102548
887	0.2939852413
888	0.2939273305
889	0.2938537162
890	0.2938275064
891	0.2937811977
892	0.2937207804
893	0.2936172239
894	0.293583917
895	0.2935425189
896	0.2935026466
897	0.2934592469
898	0.2934383513
899	0.2934213273
900	0.2934073566
901	0.2933569524
902	0.293325863
903	0.2932585932
904	0.2932191463
905	0.2931907113
906	0.293150839
907	0.2930724707
908	0.2930265549
909	0.2929790727
910	0.2929285186
911	0.2928858551
912	0.2928272093
913	0.292786749
914	0.2927482528
915	0.2926764221
916	0.2926683667
917	0.2925870413
918	0.2925791056
919	0.2925319195
920	0.2924747343
921	0.2924109201
922	0.2923951027
923	0.2923625018
924	0.2922889623
925	0.2922697864
926	0.2922519803
927	0.2920916574
928	0.2920268187
929	0.2919755106
930	0.2919582472
931	0.2918993293
932	0.2918311242
933	0.2917520594
934	0.2916909586
935	0.2916457873
936	0.2916125533
937	0.2915587539
938	0.2915178564
939	0.2914429716
940	0.2914078193
941	0.2913373236
942	0.2912968478
943	0.2912562981
944	0.2912297448
945	0.291151711
946	0.2910844555
947	0.290964002
948	0.2909522109
949	0.2909282707
950	0.2908796833
951	0.290790792
952	0.2907172429
953	0.290705383
954	0.2906912274
955	0.2906476187
956	0.290601109
957	0.2905714763
958	0.2905519697
959	0.2904569559
960	0.2904440899
961	0.2903660016
962	0.2903101163
963	0.2902610041
964	0.2902044914
965	0.290195392
966	0.2901613616
967	0.2901410336
968	0.2900990133
969	0.2900650624
970	0.2899916292
971	0.2899546248
972	0.2898832683
973	0.2898510738
974	0.289833408
975	0.2897672485
976	0.2897245109
977	0.2896916016
978	0.2896103104
979	0.2895797615
980	0.2895371107
981	0.289526127
982	0.2895143171
983	0.2894768603
984	0.2894681365
985	0.2894162656
986	0.2893906076
987	0.2893566595
988	0.2893111578
989	0.2891854052
990	0.2891539025
991	0.2890733666
992	0.289047065
993	0.2889690191
994	0.2889266314
995	0.2888799919
996	0.2888560132
997	0.2887389737
998	0.2887100535
999	0.2886718479
