iter	RMSE
278	0.3372583927
279	0.3370777212
280	0.3370279721
281	0.3369132458
282	0.336804872
283	0.3366647262
284	0.336457335
285	0.3362769208
286	0.3361220234
287	0.3360729688
288	0.3359576058
289	0.3358192351
290	0.3356757941
291	0.33552462
292	0.3354000652
293	0.3353190975
294	0.3351416967
295	0.3350838908
296	0.3349548777
297	0.3348384428
298	0.3347818865
299	0.334582264
300	0.3345165508
301	0.3344015995
302	0.3342380781
303	0.3340948742
304	0.3339749947
305	0.3338740481
306	0.3337987339
307	0.3335915763
308	0.3334104927
309	0.3333361012
310	0.3333076239
311	0.3331523081
312	0.3330557388
313	0.3328953205
314	0.3327417408
315	0.3326936201
316	0.3325729634
317	0.3324908659
318	0.332430475
319	0.3323325324
320	0.3322036623
321	0.3320895119
322	0.3319926966
323	0.3318522727
324	0.3317495663
325	0.3316846479
326	0.3316048639
327	0.3315159612
328	0.3314107041
329	0.3313100314
330	0.331227171
331	0.3310981282
332	0.3309342328
333	0.3308493274
334	0.3307856181
335	0.3306810835
336	0.3306069323
337	0.3304674575
338	0.330358208
339	0.3303168225
340	0.3301675957
341	0.330111439
342	0.3300318129
343	0.3299530102
344	0.3298275768
345	0.3297217197
346	0.3296284732
347	0.3294682929
348	0.3293233857
349	0.3292288942
350	0.3291251291
351	0.3289926023
352	0.3288950634
353	0.3288684125
354	0.3287647944
355	0.3287046706
356	0.3286844831
357	0.3285680811
358	0.3284431153
359	0.3283021515
360	0.3281689587
361	0.3281118294
362	0.3280669956
363	0.3280165464
364	0.3279466703
365	0.3278024865
366	0.3276403844
367	0.3275922682
368	0.3274963019
369	0.3273465545
370	0.3272268324
371	0.3271718741
372	0.3271304381
373	0.3270426795
374	0.3269623672
375	0.3268277213
376	0.3266613578
377	0.326577161
378	0.326513225
379	0.3264589275
380	0.3262819482
381	0.3261714902
382	0.3260854313
383	0.3259758322
384	0.3258085815
385	0.3257377367
386	0.325636529
387	0.3255377561
388	0.3255162249
389	0.3254175253
390	0.325331736
391	0.3252910453
392	0.3252255744
393	0.3252087455
394	0.3250645349
395	0.324971372
396	0.3248985971
397	0.3248296582
398	0.3247573069
399	0.3246222274
400	0.3245608947
401	0.3244899567
402	0.3243856452
403	0.324263571
404	0.3241068329
405	0.3240319152
406	0.3240101639
407	0.3239048047
408	0.3237482715
409	0.3236826085
410	0.3236215304
411	0.3235177725
412	0.3234158924
413	0.3233249488
414	0.32324906
415	0.3231641424
416	0.3230703672
417	0.3229916083
418	0.3229385003
419	0.3228595067
420	0.3228066941
421	0.3227569077
422	0.3226805256
423	0.3225453383
424	0.3224089701
425	0.3223594756
426	0.3222650366
427	0.3221789853
428	0.322092422
429	0.3220431669
430	0.3219648525
431	0.3218234814
432	0.3218018341
433	0.3217301294
434	0.3217169027
435	0.3216801764
436	0.3216275198
437	0.3214839649
438	0.3213727201
439	0.3213038237
440	0.3211634593
441	0.3210737465
442	0.321041547
443	0.3209666584
444	0.3209417459
445	0.3208613827
446	0.3207547758
447	0.3206283176
448	0.3205686582
449	0.3204921895
450	0.3203784216
451	0.3202600552
452	0.3201488135
453	0.3199814524
454	0.3199064866
455	0.3198505613
456	0.319779675
457	0.3196755532
458	0.3195998837
459	0.319578046
460	0.3194823757
461	0.319361113
462	0.3193182955
463	0.3192233431
464	0.3191161463
465	0.31905461
466	0.3189405572
467	0.3189053622
468	0.3187992379
469	0.3187483847
470	0.3186559611
471	0.3185556447
472	0.3185225713
473	0.3184624429
474	0.3183587174
475	0.318218561
476	0.318136786
477	0.3180584739
478	0.3179512143
479	0.317876971
480	0.317813287
481	0.3177361143
482	0.3175732173
483	0.317502565
484	0.3173377434
485	0.3172415022
486	0.3171643463
487	0.3171397731
488	0.3171097949
489	0.3170005059
490	0.3168782622
491	0.3167810652
492	0.3166926595
493	0.3165640831
494	0.3165162677
495	0.3164344561
496	0.3163266454
497	0.316251846
498	0.3161567524
499	0.3160468462
500	0.3160008456
501	0.3159445644
502	0.315872218
503	0.3157597576
504	0.3156546746
505	0.3155747393
506	0.3154917988
507	0.3154480508
508	0.3153859969
509	0.3153007826
510	0.3152464308
511	0.315172574
512	0.315046925
513	0.3149952041
514	0.314948862
515	0.3148873198
516	0.3147888784
517	0.3146806456
518	0.314577981
519	0.3145156574
520	0.3144613954
521	0.3143977418
522	0.3143221261
523	0.3142543483
524	0.3141531379
525	0.3140463659
526	0.3140023
527	0.3139519993
528	0.3137579288
529	0.3137197563
530	0.3136093612
531	0.3135475415
532	0.3134962882
533	0.3134030428
534	0.3133267091
535	0.3132437526
536	0.3131738377
537	0.3131046039
538	0.3130307008
539	0.3129541317
540	0.3128887233
541	0.3128596666
542	0.3127874101
543	0.3126517017
544	0.3126166519
545	0.3125776786
546	0.3124662883
547	0.3124167985
548	0.3123918952
549	0.3123788979
550	0.312330681
551	0.3122397906
552	0.3121658096
553	0.3120961523
554	0.3120469529
555	0.3119674665
556	0.3119029964
557	0.3118383623
558	0.3117713971
559	0.3117134044
560	0.3116704093
561	0.31158794
562	0.3114913523
563	0.3114089515
564	0.3113482243
565	0.3112964685
566	0.3112373533
567	0.3111796189
568	0.311116108
569	0.3110863138
570	0.3110211091
571	0.3109639821
572	0.310931699
573	0.3108358733
574	0.3108098071
575	0.3107762233
576	0.3106430741
577	0.3105710771
578	0.3105330058
579	0.3104683271
580	0.3104186035
581	0.3103470731
582	0.3102802788
583	0.3102277245
584	0.3101740707
585	0.3101393077
586	0.3100707453
587	0.3100128789
588	0.3099427104
589	0.3098841307
590	0.3097729796
591	0.309717883
592	0.3096583465
593	0.3095658955
594	0.3094576329
595	0.30938913
596	0.309344021
597	0.3092945002
598	0.3092226527
599	0.3091735414
600	0.3091419297
601	0.3090604174
602	0.3089687611
603	0.3089339011
604	0.3089217246
605	0.3088577922
606	0.3088156268
607	0.3087038879
608	0.3086504599
609	0.3086097246
610	0.3086022355
611	0.308482932
612	0.3084428941
613	0.3083782934
614	0.3082482321
615	0.3082080937
616	0.3081027171
617	0.3080200786
618	0.3079543326
619	0.3078487263
620	0.3077586116
621	0.3076880811
622	0.3076510054
623	0.3075675923
624	0.3074803332
625	0.307421633
626	0.3073561213
627	0.3073321769
628	0.3072687049
629	0.3071006852
630	0.3070497233
631	0.3069891571
632	0.3069201388
633	0.30685602
634	0.3068449721
635	0.3067869322
636	0.3066790937
637	0.306642496
638	0.3065978586
639	0.3065382573
640	0.3064534398
641	0.3064260692
642	0.306364012
643	0.306309224
644	0.3062259293
645	0.3061603037
646	0.3060618689
647	0.3059337149
648	0.305912028
649	0.3058916796
650	0.3057549187
651	0.3057441173
652	0.3056818251
653	0.3056456699
654	0.3056070209
655	0.3055903693
656	0.3055256276
657	0.305462006
658	0.3054396871
659	0.3053493937
660	0.3053356478
661	0.3052475239
662	0.305171212
663	0.3050440303
664	0.3049479696
665	0.3048911573
666	0.3048378849
667	0.3047616198
668	0.304695174
669	0.3046440899
670	0.304584004
671	0.3045333759
672	0.3045041261
673	0.304447484
674	0.3043463281
675	0.3043273003
676	0.3042945065
677	0.3042315479
678	0.3041155134
679	0.3040357792
680	0.3039439655
681	0.3038865961
682	0.3038532509
683	0.3038253882
684	0.303782323
685	0.303728688
686	0.3036341256
687	0.3035631383
688	0.3035282125
689	0.3034468516
690	0.3033699662
691	0.3032776496
692	0.3032007011
693	0.3031184834
694	0.3030408345
695	0.3029936329
696	0.3029387063
697	0.3028976127
698	0.3027561605
699	0.3027186676
700	0.3026647038
701	0.3025577285
702	0.3024218957
703	0.3023686785
704	0.3023103598
705	0.3022786308
706	0.3022073803
707	0.3021700587
708	0.3021446972
709	0.3020699643
710	0.3019854984
711	0.3018881233
712	0.3018502959
713	0.3018306993
714	0.3017736325
715	0.301730195
716	0.301624434
717	0.3015796836
718	0.3015165031
719	0.3014859675
720	0.3013996192
721	0.3012945302
722	0.301212314
723	0.3010986515
724	0.3010903782
725	0.3009778486
726	0.3009033241
727	0.3008691804
728	0.3007853849
729	0.3007139448
730	0.3006864489
731	0.3006246842
732	0.3006012451
733	0.3004945628
734	0.3004441979
735	0.3003965472
736	0.3003879443
737	0.3003217252
738	0.3002419921
739	0.3001928417
740	0.3001742128
741	0.3001421925
742	0.3000920805
743	0.3000630175
744	0.3000049565
745	0.2999409851
746	0.2998500754
747	0.2998162383
748	0.2998000047
749	0.2997371344
750	0.2996868087
751	0.2996480619
752	0.2996358763
753	0.2995844565
754	0.2994269918
755	0.2994033155
756	0.2993526374
757	0.2993342099
758	0.2993093611
759	0.299225422
760	0.2991959451
761	0.2991541381
762	0.2991192083
763	0.299067594
764	0.2990314389
765	0.2989850028
766	0.2989166917
767	0.2988826756
768	0.2988472783
769	0.2987581403
770	0.2987022652
771	0.2986366845
772	0.2984955108
773	0.2984419768
774	0.2984259931
775	0.2983816626
776	0.2983368594
777	0.2982939087
778	0.2981975947
779	0.2981364733
780	0.2981082826
781	0.2980387409
782	0.2979893803
783	0.2979421161
784	0.2978831447
785	0.297813798
786	0.2977619115
787	0.2976804785
788	0.2976259536
789	0.2975756591
790	0.2975223359
791	0.2974616256
792	0.2974203187
793	0.2973404869
794	0.2972963151
795	0.2972323134
796	0.2971356846
797	0.2970377036
798	0.2969482074
799	0.2968840625
800	0.2968287909
801	0.2967317272
802	0.2966917614
803	0.2965957005
804	0.296553224
805	0.2964931906
806	0.2964860705
807	0.296443044
808	0.2963974636
809	0.2963621601
810	0.2963108202
811	0.2962163783
812	0.2961638118
813	0.2961279314
814	0.2960472893
815	0.2959992717
816	0.2959802666
817	0.2959545077
818	0.2958729043
819	0.2958345764
820	0.2957842373
821	0.2957117214
822	0.2956530544
823	0.29558433
824	0.2955394191
825	0.2955002364
826	0.2954543643
827	0.2953511873
828	0.2952401
829	0.295154517
830	0.295129039
831	0.2950887029
832	0.2950671576
833	0.2950059347
834	0.294940195
835	0.2948980184
836	0.294855264
837	0.2948157168
838	0.294792587
839	0.2947316605
840	0.2946948719
841	0.2945986953
842	0.2945632635
843	0.2944721388
844	0.294378974
845	0.294347336
846	0.2943335123
847	0.2942928552
848	0.2942350845
849	0.2941862331
850	0.2941749442
851	0.2940274649
852	0.2939869683
853	0.2939037694
854	0.2938261743
855	0.293753785
856	0.2936781474
857	0.2936582169
858	0.2936284565
859	0.2935881682
860	0.2935454556
861	0.2934958361
862	0.2934271532
863	0.2933840067
864	0.2933425896
865	0.2933184063
866	0.2932595819
867	0.2932258757
868	0.2931889418
869	0.2931444616
870	0.2931071472
871	0.2930472115
872	0.2929371023
873	0.2928836264
874	0.2928586791
875	0.2927845823
876	0.2927394053
877	0.292719087
878	0.2926644198
879	0.2926067434
880	0.2925675368
881	0.2925394605
882	0.2924956648
883	0.2924083089
884	0.2923418192
885	0.2922750786
886	0.2922448004
887	0.2921506493
888	0.2920629939
889	0.29197179
890	0.2919057699
891	0.2918923706
892	0.2917906163
893	0.2917220511
894	0.29165639
895	0.291641258
896	0.2916199072
897	0.2915434189
898	0.2914625692
899	0.2914296662
900	0.2913870768
901	0.2912529422
902	0.2912244237
903	0.2912083363
904	0.2911389404
905	0.2911274623
906	0.2910911524
907	0.2910415688
908	0.2910103902
909	0.2909043957
910	0.2908921448
911	0.290848657
912	0.2908146348
913	0.2907781543
914	0.2907427921
915	0.2907135579
916	0.2906556298
917	0.2906188879
918	0.2905667857
919	0.2905001852
920	0.2904762459
921	0.2904291958
922	0.2903448462
923	0.2902982005
924	0.2902791256
925	0.2902625814
926	0.2902316103
927	0.2901957704
928	0.2901742711
929	0.2901175755
930	0.2900825553
931	0.2900194844
932	0.2899657342
933	0.289940885
934	0.2899006764
935	0.2898576323
936	0.2897992242
937	0.289728366
938	0.2896440112
939	0.2895919131
940	0.2895482694
941	0.2895216284
942	0.2894469774
943	0.2894031401
944	0.2893290411
945	0.2892690561
946	0.2892172972
947	0.2892010256
948	0.2891637186
949	0.28912112
950	0.2890694551
951	0.2890220603
952	0.2890052031
953	0.288989054
954	0.2889535047
955	0.2888994975
956	0.2888504835
957	0.2888346992
958	0.2887879325
959	0.2886648866
960	0.2886214098
961	0.2885846744
962	0.2885557066
963	0.2885252117
964	0.288510486
965	0.288479257
966	0.2884554448
967	0.2884302884
968	0.2883805452
969	0.2883563848
970	0.2883405173
971	0.2883146248
972	0.2882386953
973	0.2881691261
974	0.2880686389
975	0.2880271876
976	0.2879751241
977	0.2879111826
978	0.287891319
979	0.2878506317
980	0.2878089366
981	0.2877434209
982	0.2877095863
983	0.287674551
984	0.2876519733
985	0.2876254338
986	0.2875946487
987	0.287486752
988	0.2874410322
989	0.2874127445
990	0.2873645221
991	0.2873326043
992	0.2872196627
993	0.287176578
994	0.2871365324
995	0.2871086336
996	0.2870366786
997	0.2869891244
998	0.2868743659
999	0.2868094751
